price_bin_low,price_bin_high,bin_mid,volume_sum,csi,pct_of_total_volume
2291.9827,2299.9317,2295.9572,7645412236.2384,0.6141,0.2954
2299.9317,2307.8807,2303.9062,5048928799.3486,0.4055,0.1951
2307.8807,2315.8296,2311.8552,5447307056.1706,0.4375,0.2105
2315.8296,2323.7786,2319.8041,6251084540.5117,0.5021,0.2415
2323.7786,2331.7276,2327.7531,5430262473.7434,0.4362,0.2098
2331.7276,2339.6765,2335.7021,6029819213.7891,0.4843,0.233
2339.6765,2347.6255,2343.651,8202335695.9998,0.6588,0.3169
2347.6255,2355.5745,2351.6,6408993531.8307,0.5148,0.2476
2355.5745,2363.5234,2359.549,5585295243.7618,0.4486,0.2158
2363.5234,2371.4724,2367.4979,8652386854.3943,0.695,0.3343
2371.4724,2379.4214,2375.4469,5907979167.5026,0.4745,0.2283
2379.4214,2387.3703,2383.3959,5823007144.855,0.4677,0.225
2387.3703,2395.3193,2391.3448,6434800972.6087,0.5169,0.2486
2395.3193,2403.2683,2399.2938,5257002709.1825,0.4223,0.2031
2403.2683,2411.2172,2407.2428,5531482992.3333,0.4443,0.2137
2411.2172,2419.1662,2415.1917,6668256473.1628,0.5356,0.2577
2419.1662,2427.1152,2423.1407,8009989810.945,0.6434,0.3095
2427.1152,2435.0641,2431.0897,6381844405.3903,0.5126,0.2466
2435.0641,2443.0131,2439.0386,10658247378.9344,0.8561,0.4118
2443.0131,2450.9621,2446.9876,7448135511.2535,0.5983,0.2878
2450.9621,2458.911,2454.9366,6566608617.8115,0.5274,0.2537
2458.911,2466.86,2462.8855,6907261955.3852,0.5548,0.2669
2466.86,2474.809,2470.8345,6946402676.6228,0.5579,0.2684
2474.809,2482.7579,2478.7835,8089621164.8341,0.6498,0.3126
2482.7579,2490.7069,2486.7324,8400191605.6774,0.6747,0.3246
2490.7069,2498.6559,2494.6814,11248253780.7728,0.9035,0.4346
2498.6559,2506.6048,2502.6304,8427839541.6503,0.6769,0.3257
